name,place,lastEventDate,lastMatchDate,firstMatchDate,topRating,lastRating,matches,fate,fateType,fateTeams
"WBY","IJhorst","1965-10-18","1965-10-17","1964-04-12",1081.2479186707685,1080.9768083031274,4,"Gestopt",end,""
"DKD","Krimpen aan den IJssel","1965-09-19","1963-10-13","1963-10-13",1410.3061390277126,1346.2410179460321,1,"Hernoemd naar De Bermen",rename,"De Bermen"
"DED","Amsterdam","1965-09-12","1965-05-22","1911-11-12",2198.7002879646348,1898.4786228719163,751,"Gefuseerd met DVD² tot DEVD",fuse_new,"DVD²|DEVD"
"DVD²","Amsterdam","1965-09-12","1965-04-24","1907-12-15",2059.4935080431183,1769.4417970342301,864,"Gefuseerd met DED tot DEVD",fuse_new,"DED|DEVD"
"Rood Zwart","Veenhuizen","1965-05-24","1965-05-23","1922-08-20",1866.579337370557,1390.614744991537,340,"Gestopt",end,""
"Wilskracht","Arnhem","1965-05-24","1965-05-23","1926-12-12",1937.5465988673088,1150.7760123622932,346,"Gestopt",end,""
"Hercules²","Aldeboarn","1965-05-09","1959-08-30","1947-07-06",1646.4976217169851,1224.995191287262,54,"Hernoemd naar Oldeboorn",rename,"Oldeboorn"
"Valkenisse","Biggekerke","1965-03-15","1965-03-14","1964-11-01",925.6501527417245,850.5018516296861,2,"Gestopt",end,""
"VKV","Vinkega","1964-09-14","1964-09-13","1949-08-14",1628.161422355514,1333.6886036374337,62,"Gestopt",end,""
"NSL","Veenwouden","1964-08-31","1964-08-30","1949-04-24",1210.6825829432025,1064.8210157769352,75,"Gestopt",end,""
"Friso (A)","Appelscha","1964-06-22","1964-06-21","1924-05-25",1546.7325517980341,815.601606044294,65,"Gestopt",end,""
"DSE","Nieuwland","1964-05-04","1964-05-03","1957-10-27",1403.4881385169188,1058.0279840569785,54,"Gestopt",end,""
"CVV","Wolfaartsdijk","1964-04-27","1964-04-26","1964-02-02",1237.1289105015253,1237.1289105015253,3,"Gestopt",end,""
"WWIJD","Hommerts","1964-04-20","1964-04-19","1947-06-01",1461.0811808700705,846.9732500337041,76,"Gestopt",end,""
"VZOD (W)","Wissekerke","1964-02-02","1962-06-17","1939-05-21",1266.680333945424,946.1556598581105,77,"Gefuseerd met Vitesse (W) tot CVV",fuse_new,"Vitesse (W)|CVV"
"Vitesse (W)","Wolfaartsdijk","1964-02-02","1963-03-03","1941-04-13",1570.779169582923,1126.850859079894,171,"Gefuseerd met VZOD (W) tot CVV",fuse_new,"VZOD (W)|CVV"
"Zeelandia","Hansweert","1964-01-06","1964-01-05","1917-12-09",1935.8215402300075,1402.0577388451416,442,"Gestopt",end,""
"Sirios","Rutten","1963-12-02","1963-12-01","1955-10-30",1273.895966845826,1163.9552777371202,49,"Gestopt",end,""
"Bant","Bant","1963-11-25","1963-11-24","1954-10-03",1323.2457541656213,1052.478786710576,5,"Gestopt",end,""
"Be Fair (K)","Kraggenburg","1963-11-25","1963-11-24","1954-09-26",1369.666020086757,1266.8473192804797,45,"Gestopt",end,""
"Vitesse '59","Voorschoten","1963-11-25","1963-11-24","1960-09-25",1060.6143017984919,1054.2518314947488,4,"Gestopt",end,""
"Animo (Dkb)","Gieten","1963-11-11","1963-11-10","1949-05-29",1554.6700705779576,1042.4086592927542,33,"Gestopt",end,""
"Groen Wit (Dre)","Erica","1963-11-11","1963-11-10","1956-05-06",1230.219103897707,1150.4058785444047,18,"Gestopt",end,""
"NKV (Na)","Nagele","1963-11-11","1963-11-10","1961-11-12",1209.7444781030981,1044.8927265172174,19,"Gestopt",end,""
"Hillegersberg","Hillegersberg","1963-10-28","1963-10-27","1933-10-01",1219.2957561835456,1088.7357608891161,11,"Gestopt",end,""
"KVN","Nieuweschans","1963-10-21","1963-10-20","1963-10-20",906.078741496884,881.239634185546,1,"Gestopt",end,""
"Westen","Rotterdam","1963-10-14","1963-10-13","1962-09-16",1066.4525224290667,1066.4525224290667,5,"Gestopt",end,""
"VIOS (K)","Krabbendijke","1963-09-30","1963-09-29","1940-08-18",1765.1617238931,1371.6103000773296,253,"Gestopt",end,""
"Sneek","Sneek","1963-06-24","1963-06-23","1961-07-02",947.7349428318593,798.0766987252307,17,"Gestopt",end,""
"DTD²","Britsum","1963-06-17","1963-06-16","1963-06-09",1046.893906355852,978.9262602595616,2,"Gestopt",end,""
"Morgenstond","Den Haag","1963-06-10","1963-06-09","1961-09-10",1456.8989013769099,1316.8979112506083,33,"Gestopt",end,""
"AKC (Aa)","Aardenburg","1963-05-27","1963-05-26","1918-09-01",1726.3191115803932,947.0934474681578,140,"Gestopt",end,""
"Zorgvlied","Zorgvlied","1963-05-27","1963-05-26","1959-06-14",989.3673428225131,772.8706042982705,8,"Gestopt",end,""
"Treffers²","Wezep","1963-05-06","1963-05-05","1960-10-09",1252.0333067342738,1095.0020428519024,12,"Gestopt",end,""
"Noad","Groede","1963-04-22","1963-04-21","1962-10-07",899.8254780880841,673.4565427952864,4,"Gestopt",end,""
"VOPO","Borssele","1963-03-11","1963-03-10","1944-04-02",1509.8915300345354,1305.886268557403,135,"Gestopt",end,""
"Hillesluis","Rotterdam","1963-03-04","1963-03-03","1942-09-27",1441.9601052785365,1210.3690093739824,6,"Gestopt",end,""
"Stormvogels (E)","Ellemeet","1963-02-24","1962-10-21","1942-09-06",1391.2414355699846,1340.4124709242662,167,"Gefuseerd met Zwaluwen (E) tot ZSC",fuse_new,"Zwaluwen (E)|ZSC"
"Zwaluwen (E)","Elkerzee","1963-02-24","1962-10-21","1929-07-21",1579.9021941047145,1320.5900501984374,284,"Gefuseerd met Stormvogels (E) tot ZSC",fuse_new,"Stormvogels (E)|ZSC"
"Zwaluwen (He)","Hellevoetsluis","1963-01-14","1963-01-13","1930-01-05",1606.228027958464,1414.5989699150193,98,"Gestopt",end,""
"Zunobri²","Zuidhorn","1962-10-29","1962-10-28","1958-09-14",1369.4790444662221,1253.0280491983497,44,"Gestopt",end,""
"Groede","Groede","1962-10-07","1952-10-19","1946-06-02",1242.7286586221805,899.8254780880841,54,"Hernoemd naar Noad",rename,"Noad"
"Starveld","Geesteren Gld","1962-09-17","1962-09-16","1938-11-13",1486.555465754931,1183.6433714127274,91,"Gestopt",end,""
"Wittenburg","Amsterdam","1962-09-09","1962-09-08","1953-10-25",1931.8997144881757,1668.9945861038939,94,"Gestopt",end,""
"Fortuna (A)","Amsterdam","1962-09-08","1962-05-27","1929-10-13",2011.7469506109157,1445.3886096667652,275,"Hernoemd naar BFC",rename,"BFC"
"Blauw Wit (R)","Roosendaal","1962-07-02","1962-07-01","1938-06-26",1638.864631694578,1121.2702776074875,46,"Gestopt",end,""
"Olympia '47","Halsteren","1962-07-02","1962-07-01","1954-10-03",1415.2469530856044,1415.2090296697274,31,"Gestopt",end,""
"WKV","Wemeldinge","1962-07-02","1962-07-01","1952-04-20",1322.8402959252414,1180.5531276340896,55,"Gestopt",end,""
"Sport Vereent","Bloemendaal-Santpoort","1962-05-21","1962-05-20","1927-03-13",1887.294454035795,1432.0785254673492,365,"Gestopt",end,""
"DDK","Wapse","1962-04-29","1961-09-10","1933-04-30",1694.5278421833273,1138.7629509637513,64,"Hernoemd naar Wapse",rename,"Wapse"
"Morskwartier","Leiden","1962-04-16","1962-04-15","1936-02-23",1441.9845175708915,1398.2885491137224,22,"Gestopt",end,""
"DHJ","Bergen op Zoom","1961-11-27","1961-11-26","1956-10-07",1506.082622371694,1390.1493776208604,44,"Gestopt",end,""
"Rood Wit","Dwingeloo","1961-11-06","1961-11-05","1926-09-26",1951.3356853582275,1172.8551899822578,252,"Gestopt",end,""
"Flitsers","Kamperveen","1961-10-16","1961-10-15","1961-09-17",1085.2201862679412,1062.4480975225708,2,"Gestopt",end,""
"Maasglorie","Rotterdam","1961-09-18","1961-09-17","1960-04-24",1109.486676563612,1061.0722082618647,4,"Gestopt",end,""
"DVV (H)","Den Haag","1961-09-10","1960-10-09","1953-11-08",1607.9627420974539,1304.7688814373416,21,"Gefuseerd met KIOD tot Morgenstond",fuse_new,"KIOD|Morgenstond"
"KIOD","Den Haag","1961-09-10","1961-05-07","1954-10-17",1709.5931538625082,1399.7962654468138,36,"Gefuseerd met DVV (H) tot Morgenstond",fuse_new,"DVV (H)|Morgenstond"
"MEVO (Z)","Zierikzee","1961-06-26","1961-06-25","1956-04-29",1500.9867152043064,1313.0795836182704,67,"Gestopt",end,""
"Shell (DH)","Den Hulst","1961-06-05","1961-06-04","1958-03-23",1548.5640080594942,1434.9386314725712,8,"Gestopt",end,""
"Tuindorp (H)","Hoensbroek","1961-05-15","1961-05-14","1959-09-20",1159.9489264426825,1159.387121064111,13,"Gestopt",end,""
"Blauw Wit (J)","Jispingshuizen","1961-05-01","1961-04-30","1952-04-20",1468.6410011554867,1468.6410011554867,46,"Gestopt",end,""
"Lutten","Lutten","1961-05-01","1961-04-30","1957-10-06",1184.818997840109,1061.825214901964,15,"Gestopt",end,""
"Eldos","Hoensbroek","1961-04-17","1961-04-16","1959-09-20",1380.0657200595556,1127.495619379178,22,"Gestopt",end,""
"Volharding (Dkb)","Nieuwe Krim","1961-03-20","1961-03-19","1949-05-29",1467.410714574001,1097.3531554164674,102,"Gestopt",end,""
"Zuidzande","Zuidzande","1961-03-20","1961-03-19","1942-05-24",1321.133480792133,738.2359938382128,50,"Gestopt",end,""
"Zijlkwartier","Leiden","1961-01-16","1961-01-15","1960-09-25",900.0,797.6370824016876,2,"Gestopt",end,""
"DSS","Nieuwerkerk","1961-01-15","1960-07-31","1932-06-05",1627.2727416565137,1546.9410167324475,267,"Hernoemd naar SKNWK",rename,"SKNWK"
"Nationale","Rotterdam","1960-12-26","1960-12-25","1935-10-13",965.5253441540228,930.8544769481902,7,"Gestopt",end,""
"Hoven","Deventer","1960-10-17","1960-10-16","1957-10-20",1286.813694089986,1065.734863346991,17,"Gestopt",end,""
"BKC (Bo)","Boerakker","1960-10-03","1960-10-02","1939-04-09",1372.880911108703,1053.856899136828,26,"Gestopt",end,""
"KCT","Den Bosch","1960-10-02","1960-04-10","1942-09-27",1548.4780249205812,1460.9863059907098,145,"Hernoemd naar RWB",rename,"RWB"
"Vitesse (F)","Franeker","1960-08-22","1960-08-21","1947-06-01",1768.404612260545,1268.2984858405007,127,"Gestopt",end,""
"Aldega","Oudega","1960-06-20","1960-06-19","1953-05-17",1162.4595802224148,1155.1410766130166,14,"Gestopt",end,""
"Scampolo","Zaamslag","1960-06-13","1960-06-12","1946-06-30",1925.632245546531,1066.3618605158829,177,"Gestopt",end,""
"Flamingo's (R)","Rotterdam","1960-05-09","1960-05-08","1959-09-27",1418.4487508946852,1344.762205867225,10,"Gestopt",end,""
"Blauw Wit '55","De Wijk","1960-05-02","1960-05-01","1956-04-22",1190.4440381032164,1176.9627418660448,13,"Gestopt",end,""
"Elim","Elim","1960-04-04","1960-04-03","1949-05-22",1526.3602729168674,1282.38975627584,62,"Gestopt",end,""
"Gibraltar","Amsterdam","1960-03-07","1960-03-06","1953-12-06",1619.6910484529055,1380.4758228283076,40,"Gestopt",end,""
"Klimop (Gr)","Ezinge","1959-11-30","1959-11-29","1953-06-07",1230.4373968084885,1021.5275788175381,11,"Gestopt",end,""
"KVA (Al)","Alteveer","1959-11-02","1959-11-01","1958-09-21",1078.0266881904822,1034.3111681299627,6,"Gestopt",end,""
"Swift (Gr)","Veendam","1959-11-02","1959-11-01","1958-11-02",2004.1658896597858,1475.0292306232875,7,"Gestopt",end,""
"Kinea (H)","Haren","1959-10-19","1959-10-18","1922-03-19",1073.9042472528984,994.3732726034593,10,"Gestopt",end,""
"KIK","Steenbergen","1959-08-31","1959-08-30","1938-07-24",1326.1747002505135,1136.5798673035122,12,"Gestopt",end,""
"Kats","Kats","1959-08-17","1959-08-16","1952-04-06",1352.721199835225,1112.029525158002,44,"Gestopt",end,""
"SSS (C)","Colijnsplaat","1959-07-06","1959-07-05","1933-07-16",1550.4086814779116,1058.5747497761713,221,"Gestopt",end,""
"SYF","Sint Johannesga","1959-06-01","1959-05-31","1949-05-15",1329.9172937914739,919.2460058180651,47,"Gestopt",end,""
"DVS (R)","Rotterdam","1959-04-13","1959-04-12","1957-10-20",1814.6780513566084,1814.6780513566084,3,"Gestopt",end,""
"KVH","Den Helder","1959-04-13","1959-04-12","1942-09-20",1689.3051779166415,1330.1048567064283,146,"Gestopt",end,""
"Nevelo","Oisterwijk","1959-04-13","1959-04-12","1949-09-18",1351.184736457947,1151.1713699733816,41,"Gestopt",end,""
"Sportlust (N)","Nieuwleusen","1959-04-13","1959-04-12","1955-03-27",1085.152425971678,920.1757084803422,7,"Gestopt",end,""
"ASV (Aa)","Aadorp","1959-03-23","1959-03-22","1957-10-06",942.3204391152457,794.536115844539,9,"Gestopt",end,""
"RIO","Ruurlo","1959-02-23","1959-02-22","1957-10-27",1077.79821926012,1007.2770064412114,9,"Gestopt",end,""
"Eendracht (WB)","Tholen","1958-10-13","1958-10-12","1942-08-23",1449.9799264724918,934.7072308734772,99,"Gestopt",end,""
"VOTO","Hoek","1958-09-15","1958-09-14","1956-05-20",906.9945032874073,736.6750252480404,10,"Gestopt",end,""
"Die Gouwe","Noordgouwe","1958-07-28","1958-07-27","1935-05-12",1654.0170150859349,1126.8503873104564,252,"Gestopt",end,""
"Tjerk Hiddes","Sexbierum","1958-07-07","1958-07-06","1947-04-20",1456.825764039241,1113.129201359491,45,"Gestopt",end,""
"DTD","Schingen","1958-06-30","1958-06-29","1947-04-27",1235.2448836372932,1119.0581316270525,32,"Gestopt",end,""
"Postale (L)","Leeuwarden","1958-06-30","1958-06-29","1951-05-27",1199.145216995678,1090.971088125547,12,"Gestopt",end,""
"Bliuw Warber","Brantgum","1958-06-23","1958-06-22","1946-06-23",1395.5955853326368,1195.6563551811757,79,"Gestopt",end,""
"UTIJ","Akmarijp","1958-06-16","1958-06-15","1946-08-18",1548.2222857216943,1349.6964416150015,81,"Gestopt",end,""
"Hoogersmilde","Hoogersmilde","1958-06-09","1958-06-08","1950-05-07",1454.2493571455257,1074.730544553898,23,"Gestopt",end,""
"JPS","Tilburg","1958-06-02","1958-06-01","1936-09-27",1426.6018430175136,1015.8621008056663,92,"Gestopt",end,""
"WBC","Blijham","1958-05-19","1958-05-18","1957-09-22",1059.5681044338899,1031.3589304371314,8,"Gestopt",end,""
"Rood Wit (H)","Den Haag","1958-04-14","1958-04-13","1917-10-21",1746.4832211120288,1394.0075077614372,228,"Gestopt",end,""
"Filos","?GUKB?","1958-03-31","1958-03-30","1953-11-08",1637.3113925799828,1360.6773715850647,12,"Gestopt",end,""
"Austerlitz","Austerlitz","1958-02-24","1958-02-23","1952-09-21",1629.3521870104667,1433.8515046421603,33,"Gestopt",end,""
"Thob","Vreeswijk","1957-12-02","1957-12-01","1952-09-28",1433.3576609944914,1339.036191272564,15,"Gestopt",end,""
"DOSC","Den Dolder","1957-11-18","1957-11-17","1952-09-21",1657.2062580166485,1322.341382990252,32,"Gestopt",end,""
"Animo (T)","Tzum","1957-09-09","1957-09-08","1950-05-07",1035.250010782424,810.3966647065987,25,"Gestopt",end,""
"DIOS (Dr)","Driewegen","1957-09-09","1957-09-08","1943-04-04",1401.8311369695375,800.9509942330598,100,"Gestopt",end,""
"SVS (Zkb)","Scherpenisse","1957-09-09","1957-09-08","1943-03-21",1231.6042688306286,808.6175396293528,31,"Gestopt",end,""
"OKC (Fri)","Oostrum","1957-09-02","1957-09-01","1942-05-03",1550.8541724246302,1048.8549665281869,98,"Gestopt",end,""
"KCS (Sl)","Sluiskil","1957-06-17","1957-06-16","1957-04-14",913.9965968492681,909.9035562618946,4,"Gestopt",end,""
"Harkieten","Harkema","1957-05-27","1957-05-26","1952-06-08",1380.5410786139457,1061.8201531882632,23,"Gestopt",end,""
"SKV","Schermerhorn","1957-05-20","1957-05-19","1937-09-19",1478.0738100374044,1393.1226079467895,28,"Gestopt",end,""
"OKK (H)","Houtigehage","1957-05-13","1957-05-12","1947-07-20",1423.5309138047376,1257.491402579886,67,"Gestopt",end,""
"SVZ","Zuidbroek","1957-05-13","1957-05-12","1956-10-14",1053.7420778182434,1046.2604686304153,2,"Gestopt",end,""
"KCR (Ro)","Roermond","1957-04-29","1957-04-28","1953-09-20",1317.2704111531034,1217.345893206064,18,"Gestopt",end,""
"Folgeren","Drachten","1957-04-28","1956-10-07","1948-06-27",1486.2801768189395,1486.2801768189395,40,"Hernoemd naar Drachten",rename,"Drachten"
"Holver","Amsterdam","1957-04-01","1957-03-31","1920-09-19",1766.3106044141696,1473.0494372740623,77,"Gestopt",end,""
"Terre Neuve","Utrecht","1957-03-04","1957-03-03","1941-09-14",1189.8693430529966,1100.742563250813,25,"Gestopt",end,""
"Ald Gilles","Oosterwierum","1956-07-23","1956-07-22","1956-06-17",912.6831736962166,912.6831736962166,2,"Gestopt",end,""
"TDK (M)","Morra-Lioessens","1956-06-25","1956-06-24","1946-06-23",1226.817593685867,1118.9968925668154,65,"Gestopt",end,""
"Wez Wis","Wierum","1956-06-18","1956-06-17","1943-05-30",1449.9826135765352,1326.2515539053277,75,"Gestopt",end,""
"WIK (SJ)","Sint Jacobiparochie","1956-06-11","1956-06-10","1949-05-15",1302.234539280988,979.307822730303,33,"Gestopt",end,""
"Vitesse (Z)","Zierikzee","1956-04-29","1949-09-11","1941-07-20",1728.057547280429,1500.9867152043064,105,"Hernoemd naar MEVO (Z)",rename,"MEVO (Z)"
"Zwaluwen (Hg)","Den Haag","1956-03-19","1956-03-18","1946-10-13",1540.6744064229274,1435.4575003147363,12,"Gestopt",end,""
"SSVU","GUKB?","1956-03-12","1956-03-11","1953-01-25",1513.1741600870173,1135.0765613513315,17,"Gestopt",end,""
"GKC","Goor","1955-11-14","1955-11-13","1928-09-30",1584.312236848399,1179.0925977750392,134,"Gestopt",end,""
"'t Harde","'t Harde","1955-11-07","1955-11-06","1953-03-08",1317.59193082458,1251.2494869587567,7,"Gestopt",end,""
"Madjoe (V)","Vlissingen","1955-06-12","1954-09-26","1933-04-09",1756.8087385977865,1254.3715975754264,213,"Hernoemd naar VEDO",rename,"VEDO"
"UNI (U)","?GUKB?","1955-04-18","1955-04-17","1955-04-17",1296.4041473201353,1296.4041473201353,1,"Gestopt",end,""
"TONEGO","Luttelgeest","1954-10-11","1954-10-10","1954-09-26",900.0,872.2687765559807,2,"Gestopt",end,""
"HSV (H)","Heemse","1954-09-19","1954-03-28","1946-09-15",1528.6247571411122,1520.7084749715737,20,"Hernoemd naar Oostloorn",rename,"Oostloorn"
"Jong Leven (L)","Leeuwarden","1954-09-12","1954-05-16","1941-05-25",1539.339658279262,1484.5203783205943,66,"Hernoemd naar ODS (L)",rename,"ODS (L)"
"DVS (G)","Gerkesklooster","1954-07-12","1954-07-11","1952-05-25",1105.8863422810723,1089.4325423257474,13,"Gestopt",end,""
"WKC (Wi)²","Winsum","1954-07-05","1954-07-04","1951-06-10",1173.3969060955037,1130.9606994288413,11,"Gestopt",end,""
"Roidy","Zwaagswesteinde","1954-06-14","1954-06-13","1948-05-02",1376.1798651998897,1160.767894560168,36,"Gestopt",end,""
"Set Troch","Wier","1954-05-31","1954-05-30","1947-06-15",1191.012542729963,991.5340082335433,23,"Gestopt",end,""
"Strandvogels","Renesse","1954-05-02","1953-07-12","1941-06-08",1466.9240545105458,1417.5421690762657,137,"Hernoemd naar Renesse",rename,"Renesse"
"Indo","Amsterdam","1954-04-26","1954-04-25","1933-09-10",2028.192104044267,1430.442214520008,163,"Gestopt",end,""
"De Demping","Leiden","1954-04-19","1954-04-18","1950-10-08",1661.2175356520984,1369.3341738889028,15,"Gestopt",end,""
"PKC (Po)","De Pollen","1954-03-29","1954-03-28","1953-09-20",900.0,880.0428795819967,2,"Gestopt",end,""
"TOGO (A)","Amsterdam","1953-11-30","1953-11-29","1920-09-19",1831.3838496093708,1349.3228370343877,266,"Gestopt",end,""
"Seolto (H)","'s-Heer Arendskerke","1953-10-26","1953-10-25","1941-04-06",1673.942255124472,1391.4246636613248,139,"Gestopt",end,""
"ODS (B)","Baarland","1953-09-14","1953-09-13","1951-04-01",1390.2456257443084,1157.1684586270087,20,"Gestopt",end,""
"Samenspel","Steggerda","1953-09-07","1953-09-06","1942-05-03",1746.0866838172803,1440.9206361592962,52,"Gestopt",end,""
"VKV (Ve)","Veere","1953-08-31","1953-08-30","1938-04-03",1366.6213027908575,1072.797932974211,96,"Gestopt",end,""
"Philips","Drachten","1953-07-20","1953-07-19","1953-07-19",1673.2544882511775,1672.789024929831,1,"Gestopt",end,""
"Us Fortier","Drachten","1953-07-20","1953-07-19","1950-04-23",1326.233987735087,1321.1402824644513,7,"Gestopt",end,""
"TFS (H)","Haulerwijk","1953-07-13","1953-07-12","1944-05-07",1663.9295139184533,1409.722855540013,54,"Gestopt",end,""
"SSS (E)","Enumatil","1953-06-15","1953-06-14","1933-04-02",1571.1077457789045,1215.3217070593644,83,"Gestopt",end,""
"MKC²","Marum","1953-06-08","1953-06-07","1947-10-19",1412.0445403560075,1334.9852614722488,6,"Gestopt",end,""
"Volo","Groningen","1953-06-08","1953-06-07","1953-06-07",1319.3393146741366,1319.3393146741366,1,"Gestopt",end,""
"Voorwaarts (M)","Muntendam","1953-06-08","1953-06-07","1918-09-15",1964.634728482863,934.416055955012,226,"Gestopt",end,""
"HKV (Gro)","Helpman","1953-04-27","1953-04-26","1942-11-15",1156.2917344389923,1105.6617207432555,16,"Gestopt",end,""
"Ens","Ens","1953-04-13","1953-04-12","1952-11-09",998.5,992.3034536676889,3,"Gestopt",end,""
"Giraffes","Baarn","1953-02-23","1953-02-22","1946-10-06",1911.0420866509908,1606.8496814824705,63,"Gestopt",end,""
"HJA","GUKB?","1953-01-26","1953-01-25","1952-11-09",1444.609025266753,1420.7105385854763,3,"Gestopt",end,""
"Rhenen","Rhenen","1952-10-06","1952-10-05","1936-10-18",1609.7345703427177,1211.3509017960612,58,"Gestopt",end,""
"TOS (B)","Blija","1952-09-01","1952-08-31","1946-06-02",1400.1459377975593,1238.748469713468,42,"Gestopt",end,""
"DWS³","Blankenham","1952-08-25","1952-08-24","1943-04-04",1415.1428492036327,1001.0897047542728,16,"Gestopt",end,""
"Vrijheid","Geeuwenburg","1952-07-21","1952-07-20","1949-09-18",1670.5515694796654,1362.4300688562087,19,"Gestopt",end,""
"K en V","Norg","1952-07-07","1952-07-06","1952-07-06",900.9733896764777,900.9733896764777,1,"Gestopt",end,""
"Fortuna (Zkb)","Oostburg","1952-06-30","1952-06-29","1946-06-02",1322.3016581366844,972.4547447988508,44,"Gestopt",end,""
